transaction_id,customer_id,product_id,quantity,transaction_date,discount_applied,revenue
10202,167,10,4,2024-07-26 04:40:43,0.0,1014.72
13806,207,49,3,2024-07-26 11:40:43,0.0,1106.22
13752,521,45,4,2024-07-26 12:40:43,0.0,459.36
13626,22,16,1,2024-07-26 19:40:43,0.0,183.59
10041,462,4,3,2024-07-26 20:40:43,0.0,1095.72
12610,475,19,4,2024-07-27 14:40:43,0.0,1257.0
10290,313,10,5,2024-07-27 19:40:43,0.0,1268.4
12488,929,44,2,2024-07-27 21:40:43,0.3,134.806
12674,742,28,3,2024-07-28 06:40:43,0.0,1349.58
12751,93,3,1,2024-07-28 15:40:43,0.1,157.77
14863,184,12,2,2024-07-28 18:40:43,0.3,44.576
10156,571,11,5,2024-07-28 20:40:43,0.1,552.6899999999999
13381,986,42,2,2024-07-29 02:40:43,0.0,469.78
14864,951,21,3,2024-07-29 08:40:43,0.0,1148.46
12011,792,16,1,2024-07-29 09:40:43,0.2,146.872
11311,276,38,3,2024-07-29 10:40:43,0.1,565.0290000000001
14663,150,28,2,2024-07-29 11:40:43,0.3,629.804
10573,796,50,2,2024-07-29 18:40:43,0.0,367.94
14727,668,1,2,2024-07-29 18:40:43,0.1,732.294
12789,949,14,5,2024-07-29 18:40:43,0.0,789.7
10167,651,16,4,2024-07-29 20:40:43,0.0,734.36
12783,742,26,2,2024-07-29 23:40:43,0.0,866.68
11277,234,8,2,2024-07-30 01:40:43,0.0,696.3
13057,111,10,3,2024-07-30 03:40:43,0.1,684.936
12399,381,46,4,2024-07-30 03:40:43,0.1,58.967999999999996
11054,56,49,1,2024-07-30 08:40:43,0.0,368.74
13678,327,8,3,2024-07-30 14:40:43,0.0,1044.4499999999998
10104,825,4,5,2024-07-30 17:40:43,0.0,1826.2
10003,404,4,3,2024-07-30 21:40:43,0.1,986.148
14664,132,22,4,2024-07-30 22:40:43,0.1,1000.656
13690,59,26,3,2024-07-31 01:40:43,0.2,1040.016
10842,899,15,5,2024-07-31 03:40:43,0.2,1531.7200000000003
10718,18,37,5,2024-07-31 03:40:43,0.0,1270.6999999999998
12516,317,14,1,2024-07-31 08:40:43,0.2,126.352
11002,963,16,5,2024-07-31 09:40:43,0.0,917.95
14061,783,9,3,2024-07-31 10:40:43,0.0,1398.0
10138,206,13,1,2024-07-31 12:40:43,0.0,213.66
13154,685,6,4,2024-07-31 15:40:43,0.0,158.84
13243,355,47,3,2024-07-31 20:40:43,0.2,40.68
12708,601,15,2,2024-07-31 23:40:43,0.0,765.86
13356,298,48,3,2024-08-01 01:40:43,0.0,1249.1999999999998
13223,28,48,5,2024-08-01 01:40:43,0.0,2082.0
13385,89,25,3,2024-08-01 10:40:43,0.0,854.49
14499,330,34,4,2024-08-01 11:40:43,0.2,1065.5040000000001
11867,698,46,4,2024-08-01 15:40:43,0.1,58.967999999999996
12755,217,31,2,2024-08-01 15:40:43,0.0,995.08
11562,13,37,1,2024-08-01 16:40:43,0.0,254.14
10440,595,28,1,2024-08-01 17:40:43,0.0,449.86
14089,643,41,5,2024-08-01 18:40:43,0.1,528.1650000000001
13699,582,26,5,2024-08-01 19:40:43,0.0,2166.7
14534,219,47,2,2024-08-01 19:40:43,0.0,33.9
13189,940,4,5,2024-08-01 21:40:43,0.0,1826.2
10271,832,31,1,2024-08-01 21:40:43,0.0,497.54
14792,445,45,2,2024-08-01 22:40:43,0.1,206.71200000000002
14176,380,25,5,2024-08-02 07:40:43,0.0,1424.1499999999999
12446,408,15,3,2024-08-02 08:40:43,0.1,1033.911
10005,855,20,1,2024-08-02 08:40:43,0.1,418.536
13103,309,38,5,2024-08-02 09:40:43,0.2,837.0800000000002
12296,855,17,3,2024-08-02 10:40:43,0.0,1425.1200000000001
10154,753,8,1,2024-08-02 10:40:43,0.2,278.52
12486,729,38,5,2024-08-02 12:40:43,0.0,1046.3500000000001
12459,125,43,2,2024-08-02 19:40:43,0.2,736.8000000000001
10568,619,36,3,2024-08-02 19:40:43,0.3,675.9899999999999
12428,424,39,1,2024-08-03 04:40:43,0.0,476.98
11309,802,25,4,2024-08-03 04:40:43,0.0,1139.32
13160,85,31,2,2024-08-03 06:40:43,0.1,895.572
14606,914,14,2,2024-08-03 06:40:43,0.0,315.88
10018,937,4,5,2024-08-03 09:40:43,0.0,1826.2
11011,378,33,2,2024-08-03 18:40:43,0.0,404.02
14536,936,12,3,2024-08-03 21:40:43,0.1,85.968
13971,721,43,3,2024-08-03 22:40:43,0.0,1381.5
12659,439,32,2,2024-08-03 22:40:43,0.0,536.68
11062,104,35,1,2024-08-03 22:40:43,0.0,63.36
13906,829,4,4,2024-08-04 06:40:43,0.1,1314.864
10251,759,11,2,2024-08-04 07:40:43,0.0,245.64
12931,25,36,2,2024-08-04 13:40:43,0.0,643.8
10306,124,45,2,2024-08-04 13:40:43,0.0,229.68
10023,651,7,3,2024-08-04 15:40:43,0.0,1044.3000000000002
14235,387,13,3,2024-08-04 17:40:43,0.0,640.98
14540,144,38,2,2024-08-04 18:40:43,0.0,418.54
10215,340,2,2,2024-08-05 00:40:43,0.0,948.44
11640,933,20,4,2024-08-05 03:40:43,0.3,1302.112
14817,954,14,5,2024-08-05 06:40:43,0.0,789.7
13236,75,41,3,2024-08-05 07:40:43,0.1,316.899
12236,911,36,4,2024-08-05 07:40:43,0.1,1158.84
11773,378,38,4,2024-08-05 11:40:43,0.0,837.08
11551,473,43,4,2024-08-05 13:40:43,0.2,1473.6000000000001
12214,837,31,3,2024-08-05 17:40:43,0.0,1492.6200000000001
11782,481,26,3,2024-08-05 17:40:43,0.3,910.0139999999999
14572,615,40,2,2024-08-05 18:40:43,0.0,532.08
14802,846,22,5,2024-08-05 18:40:43,0.0,1389.8
13900,621,15,1,2024-08-05 19:40:43,0.0,382.93
14123,148,2,3,2024-08-06 02:40:43,0.0,1422.66
14013,889,44,5,2024-08-06 02:40:43,0.2,385.1600000000001
10328,318,26,5,2024-08-06 06:40:43,0.1,1950.03
12594,111,11,2,2024-08-06 07:40:43,0.0,245.64
12676,938,17,3,2024-08-06 12:40:43,0.0,1425.1200000000001
13708,625,42,2,2024-08-06 14:40:43,0.0,469.78
13992,715,5,4,2024-08-07 02:40:43,0.0,1096.08
12978,294,30,2,2024-08-07 05:40:43,0.2,123.408
14978,428,19,5,2024-08-07 11:40:43,0.1,1414.125
11331,907,42,5,2024-08-07 22:40:43,0.0,1174.4499999999998
14262,169,16,1,2024-08-08 00:40:43,0.0,183.59
14539,635,22,2,2024-08-08 06:40:43,0.0,555.92
12174,953,39,1,2024-08-08 06:40:43,0.0,476.98
14996,179,31,2,2024-08-08 10:40:43,0.0,995.08
11971,44,41,4,2024-08-08 12:40:43,0.3,328.63599999999997
11960,751,45,3,2024-08-08 14:40:43,0.0,344.52
12403,808,27,4,2024-08-08 17:40:43,0.3,688.38
10881,851,17,5,2024-08-08 22:40:43,0.0,2375.2000000000003
10540,304,47,5,2024-08-08 23:40:43,0.0,84.75
12820,156,2,1,2024-08-09 02:40:43,0.0,474.22
11075,27,20,1,2024-08-09 09:40:43,0.1,418.536
11967,675,7,1,2024-08-09 09:40:43,0.0,348.1
14159,748,27,5,2024-08-09 13:40:43,0.3,860.4749999999999
13151,540,19,4,2024-08-09 17:40:43,0.0,1257.0
13640,132,39,2,2024-08-09 22:40:43,0.0,953.96
12183,333,34,2,2024-08-10 05:40:43,0.0,665.94
14175,304,19,4,2024-08-10 16:40:43,0.1,1131.3
10927,314,20,2,2024-08-10 22:40:43,0.1,837.072
10697,457,25,4,2024-08-11 03:40:43,0.1,1025.388
14989,955,1,3,2024-08-11 06:40:43,0.2,976.392
13960,819,15,3,2024-08-11 11:40:43,0.0,1148.79
14929,210,27,4,2024-08-11 16:40:43,0.0,983.4
13580,361,8,3,2024-08-11 16:40:43,0.0,1044.4499999999998
11601,98,39,4,2024-08-11 19:40:43,0.1,1717.1280000000002
11729,920,24,3,2024-08-12 01:40:43,0.0,704.13
10401,295,42,4,2024-08-12 03:40:43,0.0,939.56
13009,790,12,4,2024-08-12 03:40:43,0.1,114.624
14467,250,7,1,2024-08-12 09:40:43,0.0,348.1
11734,916,4,4,2024-08-12 15:40:43,0.1,1314.864
14679,927,48,4,2024-08-12 16:40:43,0.1,1499.04
11881,613,30,4,2024-08-13 00:40:43,0.0,308.52
14669,199,44,5,2024-08-13 06:40:43,0.2,385.1600000000001
12593,437,25,1,2024-08-13 06:40:43,0.1,256.347
13839,848,47,2,2024-08-13 07:40:43,0.0,33.9
10462,68,34,3,2024-08-13 08:40:43,0.2,799.1280000000002
14282,132,41,1,2024-08-13 15:40:43,0.0,117.37
12926,450,46,2,2024-08-13 20:40:43,0.0,32.76
12632,111,47,5,2024-08-13 20:40:43,0.2,67.8
11097,699,46,5,2024-08-13 21:40:43,0.0,81.89999999999999
14325,236,43,4,2024-08-14 04:40:43,0.3,1289.3999999999999
13353,611,13,3,2024-08-14 05:40:43,0.0,640.98
10791,325,21,2,2024-08-14 05:40:43,0.2,612.5120000000001
10030,883,42,4,2024-08-14 05:40:43,0.2,751.648
13757,435,8,4,2024-08-14 07:40:43,0.0,1392.6
11877,897,24,1,2024-08-14 10:40:43,0.0,234.71
12145,99,34,1,2024-08-14 13:40:43,0.0,332.97
10572,956,29,3,2024-08-14 18:40:43,0.0,1021.29
14422,436,1,2,2024-08-14 18:40:43,0.0,813.66
13619,568,43,4,2024-08-15 00:40:43,0.1,1657.8
12120,30,42,5,2024-08-15 00:40:43,0.0,1174.4499999999998
10378,474,29,2,2024-08-15 01:40:43,0.0,680.86
14803,609,45,2,2024-08-15 02:40:43,0.1,206.71200000000002
11464,187,49,4,2024-08-15 07:40:43,0.0,1474.96
10198,198,38,3,2024-08-15 07:40:43,0.0,627.8100000000001
11360,471,19,4,2024-08-15 09:40:43,0.0,1257.0
14891,258,4,3,2024-08-16 02:40:43,0.0,1095.72
14233,9,4,3,2024-08-16 08:40:43,0.0,1095.72
12626,909,47,2,2024-08-16 09:40:43,0.0,33.9
14263,522,43,2,2024-08-16 11:40:43,0.1,828.9
14161,661,7,5,2024-08-16 11:40:43,0.0,1740.5
11379,940,47,5,2024-08-16 17:40:43,0.0,84.75
12079,452,47,1,2024-08-16 21:40:43,0.1,15.254999999999999
12710,118,37,5,2024-08-16 22:40:43,0.1,1143.6299999999999
13730,708,43,1,2024-08-17 04:40:43,0.0,460.5
12109,841,24,2,2024-08-17 07:40:43,0.3,328.594
13066,249,20,2,2024-08-17 20:40:43,0.0,930.08
13206,109,3,2,2024-08-17 21:40:43,0.0,350.6
13093,495,22,1,2024-08-17 23:40:43,0.0,277.96
13101,35,17,4,2024-08-17 23:40:43,0.0,1900.16
13089,370,19,2,2024-08-18 02:40:43,0.0,628.5
11243,150,24,2,2024-08-18 06:40:43,0.0,469.42
10201,378,31,2,2024-08-18 07:40:43,0.0,995.08
12509,718,48,2,2024-08-18 11:40:43,0.0,832.8
12496,480,22,3,2024-08-18 13:40:43,0.0,833.8799999999999
11598,44,17,5,2024-08-18 22:40:43,0.2,1900.1600000000003
10862,292,25,1,2024-08-19 06:40:43,0.0,284.83
10641,964,2,2,2024-08-19 10:40:43,0.0,948.44
10851,384,2,4,2024-08-19 12:40:43,0.0,1896.88
14949,211,46,2,2024-08-19 14:40:43,0.0,32.76
13096,111,44,5,2024-08-19 14:40:43,0.1,433.30500000000006
10114,384,35,4,2024-08-19 17:40:43,0.0,253.44
10094,181,4,2,2024-08-19 17:40:43,0.1,657.432
10326,59,27,3,2024-08-19 21:40:43,0.0,737.55
12331,130,21,3,2024-08-20 00:40:43,0.0,1148.46
10132,702,39,3,2024-08-20 02:40:43,0.0,1430.94
11254,439,1,1,2024-08-20 06:40:43,0.0,406.83
12376,818,19,3,2024-08-20 15:40:43,0.0,942.75
12485,440,46,2,2024-08-20 23:40:43,0.0,32.76
12019,776,46,3,2024-08-21 03:40:43,0.0,49.14
11193,64,32,1,2024-08-21 08:40:43,0.0,268.34
13901,567,46,3,2024-08-21 11:40:43,0.0,49.14
12554,724,9,1,2024-08-21 16:40:43,0.0,466.0
13314,168,33,2,2024-08-21 17:40:43,0.0,404.02
10456,414,5,4,2024-08-21 19:40:43,0.2,876.864
11526,950,40,5,2024-08-21 20:40:43,0.0,1330.2
12848,804,49,2,2024-08-21 21:40:43,0.0,737.48
10090,877,4,2,2024-08-22 01:40:43,0.0,730.48
11282,825,27,5,2024-08-22 03:40:43,0.0,1229.25
13522,967,23,2,2024-08-22 03:40:43,0.0,196.7
10214,262,28,4,2024-08-22 08:40:43,0.1,1619.496
13335,525,12,1,2024-08-22 10:40:43,0.0,31.84
10883,694,3,3,2024-08-22 12:40:43,0.0,525.9000000000001
12577,587,36,3,2024-08-22 16:40:43,0.1,869.13
11540,328,25,1,2024-08-22 18:40:43,0.0,284.83
11592,825,41,3,2024-08-22 18:40:43,0.0,352.11
14339,701,19,2,2024-08-22 19:40:43,0.0,628.5
12770,490,21,2,2024-08-22 23:40:43,0.0,765.64
10363,392,40,4,2024-08-23 02:40:43,0.0,1064.16
13440,144,9,5,2024-08-23 03:40:43,0.2,1864.0
11267,181,42,3,2024-08-23 03:40:43,0.1,634.203
14447,140,13,3,2024-08-23 04:40:43,0.0,640.98
14135,121,10,5,2024-08-23 06:40:43,0.0,1268.4
14319,752,32,4,2024-08-23 08:40:43,0.0,1073.36
10196,423,39,3,2024-08-23 13:40:43,0.0,1430.94
11884,833,14,4,2024-08-24 00:40:43,0.0,631.76
11878,439,3,4,2024-08-24 07:40:43,0.0,701.2
14964,103,3,5,2024-08-24 07:40:43,0.0,876.5
12533,616,7,3,2024-08-24 12:40:43,0.0,1044.3000000000002
12911,929,24,3,2024-08-24 12:40:43,0.2,563.304
11664,184,44,3,2024-08-24 15:40:43,0.1,259.983
14966,854,36,1,2024-08-24 18:40:43,0.0,321.9
12307,810,7,3,2024-08-25 03:40:43,0.0,1044.3000000000002
11138,74,19,1,2024-08-25 14:40:43,0.2,251.4
13952,126,23,4,2024-08-25 19:40:43,0.1,354.06
12921,881,4,3,2024-08-26 02:40:43,0.0,1095.72
14682,560,40,2,2024-08-26 03:40:43,0.0,532.08
12986,340,5,5,2024-08-26 04:40:43,0.0,1370.1
13035,791,22,5,2024-08-26 05:40:43,0.1,1250.82
11613,667,43,2,2024-08-26 10:40:43,0.0,921.0
12222,76,50,2,2024-08-26 11:40:43,0.1,331.146
10644,196,31,3,2024-08-26 16:40:43,0.1,1343.3580000000002
12171,858,39,4,2024-08-27 00:40:43,0.0,1907.92
13856,162,7,4,2024-08-27 02:40:43,0.0,1392.4
14026,715,15,1,2024-08-27 11:40:43,0.0,382.93
12166,241,37,1,2024-08-27 15:40:43,0.0,254.14
13883,211,32,4,2024-08-27 20:40:43,0.0,1073.36
12758,618,35,2,2024-08-27 20:40:43,0.0,126.72
14315,874,50,2,2024-08-27 22:40:43,0.1,331.146
11974,317,40,5,2024-08-28 01:40:43,0.0,1330.2
12866,664,41,4,2024-08-28 01:40:43,0.0,469.48
14578,75,45,2,2024-08-28 02:40:43,0.1,206.71200000000002
12159,844,16,3,2024-08-28 05:40:43,0.0,550.77
10374,318,27,4,2024-08-28 11:40:43,0.2,786.72
11085,451,33,4,2024-08-28 20:40:43,0.3,565.6279999999999
14586,105,50,3,2024-08-29 00:40:43,0.1,496.719
14836,943,15,5,2024-08-29 02:40:43,0.0,1914.65
14782,725,27,2,2024-08-29 04:40:43,0.0,491.7
14750,428,44,2,2024-08-29 12:40:43,0.0,192.58
10207,418,18,2,2024-08-29 16:40:43,0.0,963.06
10762,330,50,4,2024-08-29 17:40:43,0.1,662.292
14701,926,4,5,2024-08-29 21:40:43,0.0,1826.2
13233,550,31,3,2024-08-29 23:40:43,0.0,1492.6200000000001
10553,387,12,3,2024-08-30 05:40:43,0.0,95.52
14192,674,4,2,2024-08-30 09:40:43,0.0,730.48
14856,55,21,4,2024-08-30 12:40:43,0.0,1531.28
10711,247,50,1,2024-08-30 13:40:43,0.2,147.17600000000002
14222,443,50,1,2024-08-30 13:40:43,0.3,128.779
13449,595,33,1,2024-08-30 13:40:43,0.0,202.01
13545,687,22,4,2024-08-30 15:40:43,0.0,1111.84
10294,206,21,4,2024-08-30 18:40:43,0.0,1531.28
12739,164,39,3,2024-08-30 19:40:43,0.0,1430.94
13712,694,9,4,2024-08-30 21:40:43,0.1,1677.6000000000001
11433,761,27,3,2024-08-31 00:40:43,0.0,737.55
11017,790,17,1,2024-08-31 06:40:43,0.2,380.03200000000004
11428,428,49,3,2024-08-31 07:40:43,0.0,1106.22
11636,390,16,4,2024-08-31 09:40:43,0.1,660.924
12129,586,41,1,2024-08-31 17:40:43,0.0,117.37
11061,455,12,5,2024-08-31 17:40:43,0.0,159.2
14273,871,19,1,2024-08-31 18:40:43,0.0,314.25
12431,858,24,5,2024-09-01 00:40:43,0.3,821.4849999999999
12859,599,34,3,2024-09-01 03:40:43,0.2,799.1280000000002
11291,743,47,5,2024-09-01 06:40:43,0.0,84.75
14530,853,39,4,2024-09-01 06:40:43,0.0,1907.92
13514,237,45,1,2024-09-01 10:40:43,0.0,114.84
11481,422,1,5,2024-09-01 18:40:43,0.0,2034.1499999999999
11870,495,13,1,2024-09-01 20:40:43,0.0,213.66
11579,628,42,3,2024-09-02 07:40:43,0.0,704.67
11493,768,7,2,2024-09-02 07:40:43,0.0,696.2
14268,958,4,1,2024-09-02 09:40:43,0.0,365.24
13775,83,42,3,2024-09-02 09:40:43,0.1,634.203
13411,979,32,1,2024-09-02 10:40:43,0.2,214.672
13187,859,15,5,2024-09-02 10:40:43,0.0,1914.65
10197,891,18,5,2024-09-02 10:40:43,0.0,2407.6499999999996
13481,75,43,1,2024-09-02 14:40:43,0.2,368.40000000000003
12869,101,11,5,2024-09-02 18:40:43,0.0,614.0999999999999
10602,139,13,2,2024-09-02 20:40:43,0.0,427.32
12928,383,11,4,2024-09-02 22:40:43,0.1,442.152
11903,653,24,5,2024-09-02 23:40:43,0.0,1173.55
