transaction_id,customer_id,product_id,quantity,transaction_date,discount_applied
10370,518,31,2,2024-07-15 05:40:43,0.0
13980,114,17,2,2024-07-15 08:40:43,0.0
10250,701,29,4,2024-07-15 14:40:43,0.2
12937,144,9,2,2024-07-16 04:40:43,0.1
12831,529,48,4,2024-07-16 06:40:43,0.0
10249,674,3,4,2024-07-16 09:40:43,0.0
10923,429,21,3,2024-07-16 10:40:43,0.0
10535,161,46,1,2024-07-16 15:40:43,0.1
12729,540,49,2,2024-07-16 21:40:43,0.0
10709,45,27,3,2024-07-16 22:40:43,0.2
12968,387,47,3,2024-07-17 03:40:43,0.0
13623,597,43,3,2024-07-17 16:40:43,0.0
11883,385,48,1,2024-07-17 16:40:43,0.0
11596,367,44,5,2024-07-17 16:40:43,0.0
13644,862,30,2,2024-07-17 17:40:43,0.0
13072,976,35,4,2024-07-17 19:40:43,0.0
14027,341,47,2,2024-07-17 23:40:43,0.0
11716,912,36,5,2024-07-18 00:40:43,0.1
13802,294,27,1,2024-07-18 04:40:43,0.3
14556,353,44,4,2024-07-18 05:40:43,0.0
14715,824,20,2,2024-07-18 08:40:43,0.1
12400,778,11,3,2024-07-18 08:40:43,0.0
11568,338,33,4,2024-07-18 11:40:43,0.0
10424,283,41,5,2024-07-18 13:40:43,0.0
13299,551,45,2,2024-07-18 16:40:43,0.0
10359,831,22,1,2024-07-18 17:40:43,0.1
12571,247,4,4,2024-07-18 20:40:43,0.1
12268,653,5,3,2024-07-18 21:40:43,0.0
14141,68,20,5,2024-07-18 22:40:43,0.1
12361,321,41,3,2024-07-19 00:40:43,0.0
10523,366,26,5,2024-07-19 00:40:43,0.3
14280,214,11,2,2024-07-19 02:40:43,0.0
13350,990,50,2,2024-07-19 02:40:43,0.0
12636,43,34,2,2024-07-19 03:40:43,0.1
13551,368,12,2,2024-07-19 05:40:43,0.0
12936,763,13,5,2024-07-19 05:40:43,0.0
11546,781,48,2,2024-07-19 07:40:43,0.1
13104,538,21,5,2024-07-19 07:40:43,0.1
11057,504,16,4,2024-07-19 09:40:43,0.0
13660,426,2,3,2024-07-19 12:40:43,0.2
11232,945,14,2,2024-07-19 18:40:43,0.0
11205,93,21,4,2024-07-19 19:40:43,0.0
10521,575,39,2,2024-07-19 21:40:43,0.0
13492,222,37,1,2024-07-19 23:40:43,0.3
13082,118,35,3,2024-07-20 11:40:43,0.2
11781,446,6,4,2024-07-20 11:40:43,0.0
11343,420,25,2,2024-07-20 11:40:43,0.0
12963,783,30,3,2024-07-20 12:40:43,0.0
13013,428,43,1,2024-07-20 13:40:43,0.1
13945,10,13,2,2024-07-20 16:40:43,0.3
13742,68,29,2,2024-07-20 19:40:43,0.0
13969,667,23,5,2024-07-20 19:40:43,0.0
11338,60,45,2,2024-07-20 20:40:43,0.0
14745,19,45,2,2024-07-20 23:40:43,0.0
14400,258,10,3,2024-07-21 01:40:43,0.0
10642,69,41,4,2024-07-21 01:40:43,0.0
13866,10,19,4,2024-07-21 01:40:43,0.0
13292,21,34,4,2024-07-21 07:40:43,0.0
10253,728,38,2,2024-07-21 11:40:43,0.0
11672,244,45,2,2024-07-21 12:40:43,0.0
14843,193,17,4,2024-07-22 04:40:43,0.1
10088,628,24,3,2024-07-22 12:40:43,0.2
10345,391,50,2,2024-07-22 19:40:43,0.0
11678,676,32,5,2024-07-23 08:40:43,0.0
14432,808,21,3,2024-07-23 11:40:43,0.3
12112,83,33,5,2024-07-23 13:40:43,0.2
13941,180,42,4,2024-07-23 18:40:43,0.1
14565,312,30,2,2024-07-23 21:40:43,0.0
13159,214,17,3,2024-07-23 23:40:43,0.0
13809,278,25,4,2024-07-24 07:40:43,0.2
11509,725,34,2,2024-07-24 13:40:43,0.0
14007,657,10,5,2024-07-24 15:40:43,0.0
11066,258,43,3,2024-07-24 15:40:43,0.2
13891,461,50,2,2024-07-24 20:40:43,0.0
12051,4,39,5,2024-07-25 02:40:43,0.0
14232,293,16,5,2024-07-25 08:40:43,0.3
11550,156,28,5,2024-07-25 19:40:43,0.2
12762,576,45,3,2024-07-26 00:40:43,0.0
10511,493,16,3,2024-07-26 03:40:43,0.0
11726,802,7,2,2024-07-26 04:40:43,0.0
10202,167,10,4,2024-07-26 04:40:43,0.0
13806,207,49,3,2024-07-26 11:40:43,0.0
13752,521,45,4,2024-07-26 12:40:43,0.0
13626,22,16,1,2024-07-26 19:40:43,0.0
10041,462,4,3,2024-07-26 20:40:43,0.0
12610,475,19,4,2024-07-27 14:40:43,0.0
10290,313,10,5,2024-07-27 19:40:43,0.0
12488,929,44,2,2024-07-27 21:40:43,0.3
12674,742,28,3,2024-07-28 06:40:43,0.0
12751,93,3,1,2024-07-28 15:40:43,0.1
14863,184,12,2,2024-07-28 18:40:43,0.3
10156,571,11,5,2024-07-28 20:40:43,0.1
13381,986,42,2,2024-07-29 02:40:43,0.0
14864,951,21,3,2024-07-29 08:40:43,0.0
12011,792,16,1,2024-07-29 09:40:43,0.2
11311,276,38,3,2024-07-29 10:40:43,0.1
14663,150,28,2,2024-07-29 11:40:43,0.3
10573,796,50,2,2024-07-29 18:40:43,0.0
14727,668,1,2,2024-07-29 18:40:43,0.1
12789,949,14,5,2024-07-29 18:40:43,0.0
10167,651,16,4,2024-07-29 20:40:43,0.0
12783,742,26,2,2024-07-29 23:40:43,0.0
11277,234,8,2,2024-07-30 01:40:43,0.0
13057,111,10,3,2024-07-30 03:40:43,0.1
12399,381,46,4,2024-07-30 03:40:43,0.1
11054,56,49,1,2024-07-30 08:40:43,0.0
13678,327,8,3,2024-07-30 14:40:43,0.0
10104,825,4,5,2024-07-30 17:40:43,0.0
10003,404,4,3,2024-07-30 21:40:43,0.1
14664,132,22,4,2024-07-30 22:40:43,0.1
13690,59,26,3,2024-07-31 01:40:43,0.2
10842,899,15,5,2024-07-31 03:40:43,0.2
10718,18,37,5,2024-07-31 03:40:43,0.0
12516,317,14,1,2024-07-31 08:40:43,0.2
11002,963,16,5,2024-07-31 09:40:43,0.0
14061,783,9,3,2024-07-31 10:40:43,0.0
10138,206,13,1,2024-07-31 12:40:43,0.0
13154,685,6,4,2024-07-31 15:40:43,0.0
13243,355,47,3,2024-07-31 20:40:43,0.2
12708,601,15,2,2024-07-31 23:40:43,0.0
13356,298,48,3,2024-08-01 01:40:43,0.0
13223,28,48,5,2024-08-01 01:40:43,0.0
13385,89,25,3,2024-08-01 10:40:43,0.0
14499,330,34,4,2024-08-01 11:40:43,0.2
11867,698,46,4,2024-08-01 15:40:43,0.1
12755,217,31,2,2024-08-01 15:40:43,0.0
11562,13,37,1,2024-08-01 16:40:43,0.0
10440,595,28,1,2024-08-01 17:40:43,0.0
14089,643,41,5,2024-08-01 18:40:43,0.1
13699,582,26,5,2024-08-01 19:40:43,0.0
14534,219,47,2,2024-08-01 19:40:43,0.0
13189,940,4,5,2024-08-01 21:40:43,0.0
10271,832,31,1,2024-08-01 21:40:43,0.0
14792,445,45,2,2024-08-01 22:40:43,0.1
14176,380,25,5,2024-08-02 07:40:43,0.0
12446,408,15,3,2024-08-02 08:40:43,0.1
10005,855,20,1,2024-08-02 08:40:43,0.1
13103,309,38,5,2024-08-02 09:40:43,0.2
12296,855,17,3,2024-08-02 10:40:43,0.0
10154,753,8,1,2024-08-02 10:40:43,0.2
12486,729,38,5,2024-08-02 12:40:43,0.0
12459,125,43,2,2024-08-02 19:40:43,0.2
10568,619,36,3,2024-08-02 19:40:43,0.3
12428,424,39,1,2024-08-03 04:40:43,0.0
11309,802,25,4,2024-08-03 04:40:43,0.0
13160,85,31,2,2024-08-03 06:40:43,0.1
14606,914,14,2,2024-08-03 06:40:43,0.0
10018,937,4,5,2024-08-03 09:40:43,0.0
11011,378,33,2,2024-08-03 18:40:43,0.0
14536,936,12,3,2024-08-03 21:40:43,0.1
13971,721,43,3,2024-08-03 22:40:43,0.0
12659,439,32,2,2024-08-03 22:40:43,0.0
11062,104,35,1,2024-08-03 22:40:43,0.0
13906,829,4,4,2024-08-04 06:40:43,0.1
10251,759,11,2,2024-08-04 07:40:43,0.0
12931,25,36,2,2024-08-04 13:40:43,0.0
10306,124,45,2,2024-08-04 13:40:43,0.0
10023,651,7,3,2024-08-04 15:40:43,0.0
14235,387,13,3,2024-08-04 17:40:43,0.0
14540,144,38,2,2024-08-04 18:40:43,0.0
10215,340,2,2,2024-08-05 00:40:43,0.0
11640,933,20,4,2024-08-05 03:40:43,0.3
14817,954,14,5,2024-08-05 06:40:43,0.0
13236,75,41,3,2024-08-05 07:40:43,0.1
12236,911,36,4,2024-08-05 07:40:43,0.1
11773,378,38,4,2024-08-05 11:40:43,0.0
11551,473,43,4,2024-08-05 13:40:43,0.2
12214,837,31,3,2024-08-05 17:40:43,0.0
11782,481,26,3,2024-08-05 17:40:43,0.3
14572,615,40,2,2024-08-05 18:40:43,0.0
14802,846,22,5,2024-08-05 18:40:43,0.0
13900,621,15,1,2024-08-05 19:40:43,0.0
14123,148,2,3,2024-08-06 02:40:43,0.0
14013,889,44,5,2024-08-06 02:40:43,0.2
10328,318,26,5,2024-08-06 06:40:43,0.1
12594,111,11,2,2024-08-06 07:40:43,0.0
12676,938,17,3,2024-08-06 12:40:43,0.0
13708,625,42,2,2024-08-06 14:40:43,0.0
13992,715,5,4,2024-08-07 02:40:43,0.0
12978,294,30,2,2024-08-07 05:40:43,0.2
14978,428,19,5,2024-08-07 11:40:43,0.1
11331,907,42,5,2024-08-07 22:40:43,0.0
14262,169,16,1,2024-08-08 00:40:43,0.0
14539,635,22,2,2024-08-08 06:40:43,0.0
12174,953,39,1,2024-08-08 06:40:43,0.0
14996,179,31,2,2024-08-08 10:40:43,0.0
11971,44,41,4,2024-08-08 12:40:43,0.3
11960,751,45,3,2024-08-08 14:40:43,0.0
12403,808,27,4,2024-08-08 17:40:43,0.3
10881,851,17,5,2024-08-08 22:40:43,0.0
10540,304,47,5,2024-08-08 23:40:43,0.0
12820,156,2,1,2024-08-09 02:40:43,0.0
11075,27,20,1,2024-08-09 09:40:43,0.1
11967,675,7,1,2024-08-09 09:40:43,0.0
14159,748,27,5,2024-08-09 13:40:43,0.3
13151,540,19,4,2024-08-09 17:40:43,0.0
13640,132,39,2,2024-08-09 22:40:43,0.0
12183,333,34,2,2024-08-10 05:40:43,0.0
14175,304,19,4,2024-08-10 16:40:43,0.1
10927,314,20,2,2024-08-10 22:40:43,0.1
10697,457,25,4,2024-08-11 03:40:43,0.1
14989,955,1,3,2024-08-11 06:40:43,0.2
13960,819,15,3,2024-08-11 11:40:43,0.0
14929,210,27,4,2024-08-11 16:40:43,0.0
13580,361,8,3,2024-08-11 16:40:43,0.0
11601,98,39,4,2024-08-11 19:40:43,0.1
11729,920,24,3,2024-08-12 01:40:43,0.0
10401,295,42,4,2024-08-12 03:40:43,0.0
13009,790,12,4,2024-08-12 03:40:43,0.1
14467,250,7,1,2024-08-12 09:40:43,0.0
11734,916,4,4,2024-08-12 15:40:43,0.1
14679,927,48,4,2024-08-12 16:40:43,0.1
11881,613,30,4,2024-08-13 00:40:43,0.0
14669,199,44,5,2024-08-13 06:40:43,0.2
12593,437,25,1,2024-08-13 06:40:43,0.1
13839,848,47,2,2024-08-13 07:40:43,0.0
10462,68,34,3,2024-08-13 08:40:43,0.2
14282,132,41,1,2024-08-13 15:40:43,0.0
12926,450,46,2,2024-08-13 20:40:43,0.0
12632,111,47,5,2024-08-13 20:40:43,0.2
11097,699,46,5,2024-08-13 21:40:43,0.0
14325,236,43,4,2024-08-14 04:40:43,0.3
13353,611,13,3,2024-08-14 05:40:43,0.0
10791,325,21,2,2024-08-14 05:40:43,0.2
10030,883,42,4,2024-08-14 05:40:43,0.2
13757,435,8,4,2024-08-14 07:40:43,0.0
11877,897,24,1,2024-08-14 10:40:43,0.0
12145,99,34,1,2024-08-14 13:40:43,0.0
10572,956,29,3,2024-08-14 18:40:43,0.0
14422,436,1,2,2024-08-14 18:40:43,0.0
13619,568,43,4,2024-08-15 00:40:43,0.1
12120,30,42,5,2024-08-15 00:40:43,0.0
10378,474,29,2,2024-08-15 01:40:43,0.0
14803,609,45,2,2024-08-15 02:40:43,0.1
11464,187,49,4,2024-08-15 07:40:43,0.0
10198,198,38,3,2024-08-15 07:40:43,0.0
11360,471,19,4,2024-08-15 09:40:43,0.0
14891,258,4,3,2024-08-16 02:40:43,0.0
14233,9,4,3,2024-08-16 08:40:43,0.0
12626,909,47,2,2024-08-16 09:40:43,0.0
14263,522,43,2,2024-08-16 11:40:43,0.1
14161,661,7,5,2024-08-16 11:40:43,0.0
11379,940,47,5,2024-08-16 17:40:43,0.0
12079,452,47,1,2024-08-16 21:40:43,0.1
12710,118,37,5,2024-08-16 22:40:43,0.1
13730,708,43,1,2024-08-17 04:40:43,0.0
12109,841,24,2,2024-08-17 07:40:43,0.3
13066,249,20,2,2024-08-17 20:40:43,0.0
13206,109,3,2,2024-08-17 21:40:43,0.0
13093,495,22,1,2024-08-17 23:40:43,0.0
13101,35,17,4,2024-08-17 23:40:43,0.0
13089,370,19,2,2024-08-18 02:40:43,0.0
11243,150,24,2,2024-08-18 06:40:43,0.0
10201,378,31,2,2024-08-18 07:40:43,0.0
12509,718,48,2,2024-08-18 11:40:43,0.0
12496,480,22,3,2024-08-18 13:40:43,0.0
11598,44,17,5,2024-08-18 22:40:43,0.2
10862,292,25,1,2024-08-19 06:40:43,0.0
10641,964,2,2,2024-08-19 10:40:43,0.0
10851,384,2,4,2024-08-19 12:40:43,0.0
14949,211,46,2,2024-08-19 14:40:43,0.0
13096,111,44,5,2024-08-19 14:40:43,0.1
10114,384,35,4,2024-08-19 17:40:43,0.0
10094,181,4,2,2024-08-19 17:40:43,0.1
10326,59,27,3,2024-08-19 21:40:43,0.0
12331,130,21,3,2024-08-20 00:40:43,0.0
10132,702,39,3,2024-08-20 02:40:43,0.0
11254,439,1,1,2024-08-20 06:40:43,0.0
12376,818,19,3,2024-08-20 15:40:43,0.0
12485,440,46,2,2024-08-20 23:40:43,0.0
12019,776,46,3,2024-08-21 03:40:43,0.0
11193,64,32,1,2024-08-21 08:40:43,0.0
13901,567,46,3,2024-08-21 11:40:43,0.0
12554,724,9,1,2024-08-21 16:40:43,0.0
13314,168,33,2,2024-08-21 17:40:43,0.0
10456,414,5,4,2024-08-21 19:40:43,0.2
11526,950,40,5,2024-08-21 20:40:43,0.0
12848,804,49,2,2024-08-21 21:40:43,0.0
10090,877,4,2,2024-08-22 01:40:43,0.0
11282,825,27,5,2024-08-22 03:40:43,0.0
13522,967,23,2,2024-08-22 03:40:43,0.0
10214,262,28,4,2024-08-22 08:40:43,0.1
13335,525,12,1,2024-08-22 10:40:43,0.0
10883,694,3,3,2024-08-22 12:40:43,0.0
12577,587,36,3,2024-08-22 16:40:43,0.1
11540,328,25,1,2024-08-22 18:40:43,0.0
11592,825,41,3,2024-08-22 18:40:43,0.0
14339,701,19,2,2024-08-22 19:40:43,0.0
12770,490,21,2,2024-08-22 23:40:43,0.0
10363,392,40,4,2024-08-23 02:40:43,0.0
13440,144,9,5,2024-08-23 03:40:43,0.2
11267,181,42,3,2024-08-23 03:40:43,0.1
14447,140,13,3,2024-08-23 04:40:43,0.0
14135,121,10,5,2024-08-23 06:40:43,0.0
14319,752,32,4,2024-08-23 08:40:43,0.0
10196,423,39,3,2024-08-23 13:40:43,0.0
11884,833,14,4,2024-08-24 00:40:43,0.0
11878,439,3,4,2024-08-24 07:40:43,0.0
14964,103,3,5,2024-08-24 07:40:43,0.0
12533,616,7,3,2024-08-24 12:40:43,0.0
12911,929,24,3,2024-08-24 12:40:43,0.2
11664,184,44,3,2024-08-24 15:40:43,0.1
14966,854,36,1,2024-08-24 18:40:43,0.0
12307,810,7,3,2024-08-25 03:40:43,0.0
11138,74,19,1,2024-08-25 14:40:43,0.2
13952,126,23,4,2024-08-25 19:40:43,0.1
12921,881,4,3,2024-08-26 02:40:43,0.0
14682,560,40,2,2024-08-26 03:40:43,0.0
12986,340,5,5,2024-08-26 04:40:43,0.0
13035,791,22,5,2024-08-26 05:40:43,0.1
11613,667,43,2,2024-08-26 10:40:43,0.0
12222,76,50,2,2024-08-26 11:40:43,0.1
10644,196,31,3,2024-08-26 16:40:43,0.1
12171,858,39,4,2024-08-27 00:40:43,0.0
13856,162,7,4,2024-08-27 02:40:43,0.0
14026,715,15,1,2024-08-27 11:40:43,0.0
12166,241,37,1,2024-08-27 15:40:43,0.0
13883,211,32,4,2024-08-27 20:40:43,0.0
12758,618,35,2,2024-08-27 20:40:43,0.0
14315,874,50,2,2024-08-27 22:40:43,0.1
11974,317,40,5,2024-08-28 01:40:43,0.0
12866,664,41,4,2024-08-28 01:40:43,0.0
14578,75,45,2,2024-08-28 02:40:43,0.1
12159,844,16,3,2024-08-28 05:40:43,0.0
10374,318,27,4,2024-08-28 11:40:43,0.2
11085,451,33,4,2024-08-28 20:40:43,0.3
14586,105,50,3,2024-08-29 00:40:43,0.1
14836,943,15,5,2024-08-29 02:40:43,0.0
14782,725,27,2,2024-08-29 04:40:43,0.0
14750,428,44,2,2024-08-29 12:40:43,0.0
10207,418,18,2,2024-08-29 16:40:43,0.0
10762,330,50,4,2024-08-29 17:40:43,0.1
14701,926,4,5,2024-08-29 21:40:43,0.0
13233,550,31,3,2024-08-29 23:40:43,0.0
10553,387,12,3,2024-08-30 05:40:43,0.0
14192,674,4,2,2024-08-30 09:40:43,0.0
14856,55,21,4,2024-08-30 12:40:43,0.0
10711,247,50,1,2024-08-30 13:40:43,0.2
14222,443,50,1,2024-08-30 13:40:43,0.3
13449,595,33,1,2024-08-30 13:40:43,0.0
13545,687,22,4,2024-08-30 15:40:43,0.0
10294,206,21,4,2024-08-30 18:40:43,0.0
12739,164,39,3,2024-08-30 19:40:43,0.0
13712,694,9,4,2024-08-30 21:40:43,0.1
11433,761,27,3,2024-08-31 00:40:43,0.0
11017,790,17,1,2024-08-31 06:40:43,0.2
11428,428,49,3,2024-08-31 07:40:43,0.0
11636,390,16,4,2024-08-31 09:40:43,0.1
12129,586,41,1,2024-08-31 17:40:43,0.0
11061,455,12,5,2024-08-31 17:40:43,0.0
14273,871,19,1,2024-08-31 18:40:43,0.0
12431,858,24,5,2024-09-01 00:40:43,0.3
12859,599,34,3,2024-09-01 03:40:43,0.2
11291,743,47,5,2024-09-01 06:40:43,0.0
14530,853,39,4,2024-09-01 06:40:43,0.0
13514,237,45,1,2024-09-01 10:40:43,0.0
11481,422,1,5,2024-09-01 18:40:43,0.0
11870,495,13,1,2024-09-01 20:40:43,0.0
11579,628,42,3,2024-09-02 07:40:43,0.0
11493,768,7,2,2024-09-02 07:40:43,0.0
14268,958,4,1,2024-09-02 09:40:43,0.0
13775,83,42,3,2024-09-02 09:40:43,0.1
13411,979,32,1,2024-09-02 10:40:43,0.2
13187,859,15,5,2024-09-02 10:40:43,0.0
10197,891,18,5,2024-09-02 10:40:43,0.0
13481,75,43,1,2024-09-02 14:40:43,0.2
12869,101,11,5,2024-09-02 18:40:43,0.0
10602,139,13,2,2024-09-02 20:40:43,0.0
12928,383,11,4,2024-09-02 22:40:43,0.1
11903,653,24,5,2024-09-02 23:40:43,0.0
13922,855,18,4,2024-09-03 01:40:43,0.0
11694,750,19,2,2024-09-03 13:40:43,0.0
14934,611,43,4,2024-09-03 23:40:43,0.1
11492,387,16,3,2024-09-04 12:40:43,0.2
11191,851,21,2,2024-09-04 16:40:43,0.0
11310,763,7,5,2024-09-04 17:40:43,0.0
10805,537,6,3,2024-09-04 22:40:43,0.0
10389,345,42,3,2024-09-05 03:40:43,0.2
10591,626,3,4,2024-09-05 08:40:43,0.2
10907,348,37,3,2024-09-05 09:40:43,0.2
13943,518,19,2,2024-09-05 11:40:43,0.1
10552,686,14,2,2024-09-05 15:40:43,0.0
11314,728,3,3,2024-09-05 16:40:43,0.1
14488,151,29,5,2024-09-05 23:40:43,0.3
12721,634,44,4,2024-09-06 00:40:43,0.0
13589,884,5,2,2024-09-06 00:40:43,0.2
12689,359,12,5,2024-09-06 03:40:43,0.0
11848,988,46,5,2024-09-06 03:40:43,0.3
14028,661,38,1,2024-09-06 06:40:43,0.0
11251,640,11,3,2024-09-06 06:40:43,0.0
10834,718,35,4,2024-09-06 13:40:43,0.0
10128,343,12,3,2024-09-06 14:40:43,0.2
12029,798,42,2,2024-09-06 17:40:43,0.0
14594,655,16,3,2024-09-06 20:40:43,0.0
10482,370,32,5,2024-09-06 20:40:43,0.0
10594,549,38,2,2024-09-07 01:40:43,0.0
10597,530,18,4,2024-09-07 03:40:43,0.0
11192,833,44,2,2024-09-07 04:40:43,0.3
11719,287,24,1,2024-09-07 06:40:43,0.1
14741,420,20,2,2024-09-07 18:40:43,0.0
13371,572,9,5,2024-09-07 21:40:43,0.0
11757,351,11,5,2024-09-07 22:40:43,0.0
14476,485,39,3,2024-09-07 22:40:43,0.0
12726,429,33,3,2024-09-07 22:40:43,0.2
14519,853,28,1,2024-09-08 01:40:43,0.0
12688,267,40,5,2024-09-08 03:40:43,0.0
12558,797,17,4,2024-09-08 07:40:43,0.1
14796,575,26,5,2024-09-08 10:40:43,0.2
13417,367,24,1,2024-09-08 13:40:43,0.1
10042,132,7,3,2024-09-08 15:40:43,0.0
10989,858,5,1,2024-09-08 16:40:43,0.2
13215,177,26,3,2024-09-08 18:40:43,0.0
12775,169,43,2,2024-09-09 02:40:43,0.0
12504,104,23,2,2024-09-09 03:40:43,0.0
13322,143,26,2,2024-09-09 03:40:43,0.0
11099,499,24,1,2024-09-09 11:40:43,0.0
12529,109,27,1,2024-09-09 14:40:43,0.1
10218,515,41,1,2024-09-09 17:40:43,0.0
14048,735,30,1,2024-09-09 21:40:43,0.0
10708,919,26,5,2024-09-10 03:40:43,0.0
13760,198,44,4,2024-09-10 08:40:43,0.0
14306,309,42,2,2024-09-10 09:40:43,0.0
14271,769,39,3,2024-09-10 14:40:43,0.0
13499,726,41,5,2024-09-10 18:40:43,0.0
11485,830,35,1,2024-09-10 18:40:43,0.0
12827,187,27,2,2024-09-10 23:40:43,0.0
10076,994,24,2,2024-09-11 04:40:43,0.1
11705,460,43,3,2024-09-11 12:40:43,0.2
14694,461,7,1,2024-09-11 17:40:43,0.1
13518,1,3,5,2024-09-11 21:40:43,0.0
10136,411,45,2,2024-09-12 04:40:43,0.0
12069,891,22,1,2024-09-12 06:40:43,0.1
14249,893,14,4,2024-09-12 20:40:43,0.0
13268,221,16,4,2024-09-13 06:40:43,0.1
11087,859,37,5,2024-09-13 06:40:43,0.0
13523,172,39,4,2024-09-13 07:40:43,0.2
13100,147,2,5,2024-09-13 16:40:43,0.0
14908,429,15,2,2024-09-13 16:40:43,0.1
13033,420,24,4,2024-09-13 18:40:43,0.0
10029,282,50,4,2024-09-14 05:40:43,0.0
13157,236,9,1,2024-09-14 10:40:43,0.0
14370,825,50,1,2024-09-14 10:40:43,0.0
11944,754,41,5,2024-09-14 18:40:43,0.0
13680,895,4,2,2024-09-15 00:40:43,0.0
14231,693,10,2,2024-09-15 02:40:43,0.0
11727,579,33,5,2024-09-15 04:40:43,0.0
13843,586,22,4,2024-09-15 09:40:43,0.0
11659,871,3,4,2024-09-15 09:40:43,0.0
14722,246,40,1,2024-09-15 09:40:43,0.0
12977,623,41,5,2024-09-15 09:40:43,0.0
11475,237,36,1,2024-09-15 11:40:43,0.0
11702,808,48,3,2024-09-15 20:40:43,0.0
10187,804,29,4,2024-09-15 20:40:43,0.0
10433,100,26,1,2024-09-16 02:40:43,0.0
12919,722,26,2,2024-09-16 03:40:43,0.0
10161,443,6,1,2024-09-16 04:40:43,0.0
11434,227,28,3,2024-09-16 06:40:43,0.0
12216,720,47,1,2024-09-16 11:40:43,0.0
13249,241,22,5,2024-09-16 14:40:43,0.0
